SKU,Category,Style,Size,Amount,Core,price_level
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
JNE3645-TP-N-XS,Top,JNE3645,XS,432.0,TP-N,low
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
JNE3797-KR-M,Western Dress,JNE3797,M,725.0,KR,High
J0341-DR-S,Western Dress,J0341,S,744.0,DR,High
JNE3405-KR-XL,kurta,JNE3405,XL,399.0,KR,low
SET310-KR-NP-XXL,Set,SET310,XXL,1213.0,KR-NP,Luxury
SET188-KR-NP-XS,Set,SET188,XS,680.0,KR-NP,High
SET323-KR-NP-XXL,Set,SET323,XXL,939.0,KR-NP,Premium
J0300-TP-XXXL,Top,J0300,3XL,279.0,TP,low
PJNE3405-KR-N-5XL,kurta,PJNE3405,5XL,487.0,KR-N,Medium
PJNE2100-KR-N-5XL,kurta,PJNE2100,5XL,458.0,KR-N,Medium
PJNE3068-KR-5XL,kurta,PJNE3068,5XL,692.0,KR,High
J0196-TP-XXL,Top,J0196,XXL,469.0,TP,Medium
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
SET187-KR-DH-XL,Set,SET187,XL,599.0,KR-DH,Medium
SET389-KR-NP-XL,Set,SET389,XL,680.0,KR-NP,High
SAR040,Saree,SAR040,Free,989.0,null,Premium
J0157-DR-S,Western Dress,J0157,S,588.0,DR,Medium
JNE3518-KR-M,kurta,JNE3518,M,487.0,KR,Medium
J0095-SET-XXXL,Set,J0095,3XL,653.0,SET,High
NW004-TP-PJ-XXXL,Set,NW004,3XL,496.0,TP-PJ,Medium
J0167-KR-S,kurta,J0167,S,319.0,KR,low
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3465-KR-S,kurta,JNE3465,S,517.0,KR,Medium
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
SET356-KR-NP-L,Set,SET356,L,1099.0,KR-NP,Premium
JNE3618-KR-M,kurta,JNE3618,M,375.0,KR,low
JNE3465-KR-XXXL,kurta,JNE3465,3XL,517.0,KR,Medium
SET293-KR-NP-XXL,Set,SET293,XXL,692.0,KR-NP,High
JNE3465-KR-XXL,kurta,JNE3465,XXL,486.0,KR,Medium
SET398-KR-PP-M,Set,SET398,M,1115.0,KR-PP,Premium
SET324-KR-NP-S,Set,SET324,S,597.0,KR-NP,Medium
SET398-KR-PP-M,Set,SET398,M,1115.0,KR-PP,Premium
JNE3738-KR-XXXL,kurta,JNE3738,3XL,459.0,KR,Medium
JNE3465-KR-XS,kurta,JNE3465,XS,486.0,KR,Medium
JNE3463-KR-XXXL,kurta,JNE3463,3XL,568.0,KR,Medium
SET380-KR-NP-L,Set,SET380,L,995.0,KR-NP,Premium
SET324-KR-NP-XXXL,Set,SET324,3XL,635.0,KR-NP,High
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
JNE3461-KR-XL,kurta,JNE3461,XL,363.0,KR,low
JNE3784-KR-M,kurta,JNE3784,M,458.0,KR,Medium
SET114-KR-PP-XS,Set,SET114,XS,597.0,KR-PP,Medium
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
SET347-KR-NP-L,Set,SET347,L,801.0,KR-NP,Premium
JNE3065-KR-XXL,kurta,JNE3065,XXL,393.0,KR,low
J0343-DR-XXL,Western Dress,J0343,XXL,744.0,DR,High
J0119-TP-XL,Top,J0119,XL,540.0,TP,Medium
J0003-SET-L,Set,J0003,L,696.0,SET,High
J0334-TP-XL,Top,J0334,XL,512.0,TP,Medium
J0236-SKD-XXL,Set,J0236,XXL,922.0,SKD,Premium
J0126-SKD-XXXL,Set,J0126,3XL,818.0,SKD,Premium
J0230-SKD-XL,Set,J0230,XL,1112.0,SKD,Premium
SET171-KR-NP-M,Set,SET171,M,792.0,KR-NP,Premium
SET264-KR-NP-XXL,Set,SET264,XXL,824.0,KR-NP,Premium
SET197-KR-NP-L,Set,SET197,L,759.0,KR-NP,High
J0341-DR-S,Western Dress,J0341,S,744.0,DR,High
J0012-SKD-XXL,Set,J0012,XXL,1140.0,SKD,Luxury
J0308-DR-M,Western Dress,J0308,M,625.0,DR,High
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0012-SKD-XXL,Set,J0012,XXL,1140.0,SKD,Luxury
JNE3465-KR-M,kurta,JNE3465,M,486.0,KR,Medium
SET433-KR-NP-XL,Set,SET433,XL,666.0,KR-NP,High
J0334-TP-L,Top,J0334,L,512.0,TP,Medium
J0154-DR-XXL,Western Dress,J0154,XXL,377.0,DR,low
J0154-DR-XS,Western Dress,J0154,XS,377.0,DR,low
SET333-KR-DPT-XS,Set,SET333,XS,967.0,KR-DPT,Premium
SET324-KR-NP-XS,Set,SET324,XS,597.0,KR-NP,Medium
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
SET310-KR-NP-S,Set,SET310,S,1213.0,KR-NP,Luxury
JNE3794-KR-M,kurta,JNE3794,M,517.0,KR,Medium
J0096-KR-XL,kurta,J0096,XL,568.0,KR,Medium
JNE3562-KR-XXL,kurta,JNE3562,XXL,476.0,KR,Medium
JNE3465-KR-XS,kurta,JNE3465,XS,486.0,KR,Medium
JNE3795-KR-XS,kurta,JNE3795,XS,517.0,KR,Medium
JNE3365-KR-1052-A-M,kurta,JNE3365,M,376.0,KR-1052-A,low
SET145-KR-NP-S,Set,SET145,S,715.0,KR-NP,High
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
J0341-DR-S,Western Dress,J0341,S,744.0,DR,High
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
JNE3371-KR-XXXL,kurta,JNE3371,3XL,329.0,KR,low
JNE3739-KR-L,kurta,JNE3739,L,459.0,KR,Medium
SET265-KR-NP-L,Set,SET265,L,888.0,KR-NP,Premium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
SET291-KR-PP-XL,Set,SET291,XL,599.0,KR-PP,Medium
SET343-KR-NP-XXL,Set,SET343,XXL,916.0,KR-NP,Premium
JNE3534-KR-XS,kurta,JNE3534,XS,329.0,KR,low
SET345-KR-NP-XL,Set,SET345,XL,626.0,KR-NP,High
JNE3797-KR-L,Western Dress,JNE3797,L,725.0,KR,High
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
JNE3690-TU-S,Top,JNE3690,S,487.0,TU,Medium
SET347-KR-NP-XL,Set,SET347,XL,801.0,KR-NP,Premium
JNE3468-KR-L,kurta,JNE3468,L,352.0,KR,low
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0003-SET-XXXL,Set,J0003,3XL,654.0,SET,High
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
BL003-50BLACK,Blouse,BL003,Free,419.0,null,low
J0003-SET-XXXL,Set,J0003,3XL,654.0,SET,High
J0341-DR-S,Western Dress,J0341,S,744.0,DR,High
MEN5005-KR-XXXL,kurta,MEN5005,3XL,452.0,KR,low
MEN5028-KR-XXL,kurta,MEN5028,XXL,499.0,KR,Medium
PJNE2199-KR-N-6XL,kurta,PJNE2199,6XL,431.0,KR-N,low
JNE3634-KR-M,kurta,JNE3634,M,511.0,KR,Medium
J0280-SKD-S,Set,J0280,S,1463.0,SKD,Luxury
JNE3794-KR-M,kurta,JNE3794,M,517.0,KR,Medium
JNE3421-KR-N-L,kurta,JNE3421,L,399.0,KR-N,low
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
SET374-KR-NP-XS,Set,SET374,XS,597.0,KR-NP,Medium
J0230-SKD-XL,Set,J0230,XL,1112.0,SKD,Premium
J0003-SET-XL,Set,J0003,XL,696.0,SET,High
SET285-KR-SHA-XS,Set,SET285,XS,499.0,KR-SHA,Medium
JNE3394-KR-A-XL,kurta,JNE3394,XL,414.0,KR-A,low
SET356-KR-NP-XL,Set,SET356,XL,1099.0,KR-NP,Premium
J0095-SET-XXXL,Set,J0095,3XL,653.0,SET,High
JNE3468-KR-XXL,kurta,JNE3468,XXL,352.0,KR,low
J0343-DR-XXXL,Western Dress,J0343,3XL,744.0,DR,High
JNE3405-KR-XL,kurta,JNE3405,XL,399.0,KR,low
J0380-SKD-XXXL,Set,J0380,3XL,1438.0,SKD,Luxury
J0236-SKD-XXL,Set,J0236,XXL,922.0,SKD,Premium
J0095-SET-XXXL,Set,J0095,3XL,653.0,SET,High
MEN5009-KR-M,kurta,MEN5009,M,499.0,KR,Medium
PJNE3399-KR-N-6XL,kurta,PJNE3399,6XL,486.0,KR-N,Medium
JNE1998-KR-311-XXL,kurta,JNE1998,XXL,295.0,KR-311,low
JNE3405-KR-XXL,kurta,JNE3405,XXL,399.0,KR,low
J0236-SKD-S,Set,J0236,S,950.0,SKD,Premium
JNE3440-KR-N-XS,kurta,JNE3440,XS,399.0,KR-N,low
J0308-DR-M,Western Dress,J0308,M,625.0,DR,High
SET398-KR-PP-L,Set,SET398,L,1115.0,KR-PP,Premium
J0202-TP-XXL,Top,J0202,XXL,519.0,TP,Medium
SET291-KR-PP-XXL,Set,SET291,XXL,563.0,KR-PP,Medium
JNE3405-KR-XXL,kurta,JNE3405,XXL,399.0,KR,low
JNE3396-KR-XL,kurta,JNE3396,XL,487.0,KR,Medium
JNE3405-KR-XXL,kurta,JNE3405,XXL,399.0,KR,low
JNE3775-KR-S,kurta,JNE3775,S,291.0,KR,low
J0341-DR-L,Western Dress,J0341,L,744.0,DR,High
J0003-SET-XL,Set,J0003,XL,696.0,SET,High
J0301-TP-XXL,Top,J0301,XXL,463.0,TP,Medium
JNE3652-TP-N-L,Top,JNE3652,L,339.0,TP-N,low
SET183-KR-DH-S,Set,SET183,S,759.0,KR-DH,High
SET345-KR-NP-M,Set,SET345,M,626.0,KR-NP,High
J0336-TP-XXXL,Top,J0336,3XL,599.0,TP,Medium
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
SET187-KR-DH-M,Set,SET187,M,599.0,KR-DH,Medium
JNE3775-KR-S,kurta,JNE3775,S,291.0,KR,low
JNE3409-KR-S,kurta,JNE3409,S,276.0,KR,low
SET345-KR-NP-S,Set,SET345,S,626.0,KR-NP,High
JNE3715-KR-S,kurta,JNE3715,S,283.0,KR,low
JNE2270-KR-487-A-XL,kurta,JNE2270,XL,518.0,KR-487-A,Medium
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
SET347-KR-NP-XS,Set,SET347,XS,852.0,KR-NP,Premium
SET200-KR-NP-A-XXXL,Set,SET200,3XL,568.0,KR-NP-A,Medium
JNE3800-KR-XL,Western Dress,JNE3800,XL,771.0,KR,High
J0228-SKD-S,Set,J0228,S,1669.0,SKD,Luxury
J0119-TP-XXL,Top,J0119,XXL,540.0,TP,Medium
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
JNE2270-KR-487-A-M,kurta,JNE2270,M,518.0,KR-487-A,Medium
SET398-KR-PP-XXXL,Set,SET398,3XL,1115.0,KR-PP,Premium
J0230-SKD-XXL,Set,J0230,XXL,1112.0,SKD,Premium
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
JNE3562-KR-XL,kurta,JNE3562,XL,476.0,KR,Medium
JNE3465-KR-XXL,kurta,JNE3465,XXL,486.0,KR,Medium
JNE3423-KR-XL,kurta,JNE3423,XL,399.0,KR,low
SET388-KR-NP-L,Set,SET388,L,1260.0,KR-NP,Luxury
J0023-TP-XXL,Top,J0023,XXL,399.0,TP,low
SET347-KR-NP-S,Set,SET347,S,852.0,KR-NP,Premium
JNE3560-KR-L,kurta,JNE3560,L,487.0,KR,Medium
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
J0294-TP-XS,Top,J0294,XS,396.0,TP,low
J0095-SET-XXL,Set,J0095,XXL,653.0,SET,High
JNE3546-KR-L,kurta,JNE3546,L,458.0,KR,Medium
JNE3764-KR-XL,kurta,JNE3764,XL,487.0,KR,Medium
SET331-KR-NP-XXXL,Set,SET331,3XL,597.0,KR-NP,Medium
J0278-SET-XXXL,Set,J0278,3XL,761.0,SET,High
SET319-KR-NP-XXXL,Set,SET319,3XL,835.0,KR-NP,Premium
JNE3870-DR-XL,Western Dress,JNE3870,XL,721.0,DR,High
JNE3784-KR-L,kurta,JNE3784,L,458.0,KR,Medium
SET287-KR-NP-M,Set,SET287,M,666.0,KR-NP,High
JNE3567-KR-L,kurta,JNE3567,L,399.0,KR,low
JNE2014-KR-178-XL,kurta,JNE2014,XL,353.0,KR-178,low
J0139-KR-XXXL,kurta,J0139,3XL,399.0,KR,low
SET182-KR-DH-XXXL,Set,SET182,3XL,657.0,KR-DH,High
SET345-KR-NP-M,Set,SET345,M,626.0,KR-NP,High
J0415-DR-L,Western Dress,J0415,L,899.0,DR,Premium
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
SET356-KR-NP-XXL,Set,SET356,XXL,1099.0,KR-NP,Premium
SET110-KR-PP-XS,Set,SET110,XS,788.0,KR-PP,High
JNE3614-KR-M,kurta,JNE3614,M,459.0,KR,Medium
SET397-KR-NP  -M,Set,SET397,M,1186.0,KR-NP  ,Luxury
JNE3721-KR-XXL,kurta,JNE3721,XXL,329.0,KR,low
JNE3480-KR-M,kurta,JNE3480,M,249.0,KR,low
SET014-KR-PP-M,Set,SET014,M,818.0,KR-PP,Premium
JNE3510-KR-XL,kurta,JNE3510,XL,429.0,KR,low
JNE3784-KR-L,kurta,JNE3784,L,458.0,KR,Medium
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
JNE3784-KR-XXXL,kurta,JNE3784,3XL,458.0,KR,Medium
PJNE3368-KR-6XL,kurta,PJNE3368,6XL,505.0,KR,Medium
SET398-KR-PP-XXL,Set,SET398,XXL,1186.0,KR-PP,Luxury
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
J0301-TP-M,Top,J0301,M,463.0,TP,Medium
JNE3368-KR-XXXL,kurta,JNE3368,3XL,471.0,KR,Medium
SET345-KR-NP-M,Set,SET345,M,626.0,KR-NP,High
JNE3405-KR-XL,kurta,JNE3405,XL,399.0,KR,low
SET110-KR-PP-L,Set,SET110,L,788.0,KR-PP,High
JNE3894-TP-M,Top,JNE3894,M,751.0,TP,High
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
MEN5027-KR-XL,kurta,MEN5027,XL,475.0,KR,Medium
MEN5006-KR-XL,kurta,MEN5006,XL,475.0,KR,Medium
JNE3806-KR-L,kurta,JNE3806,L,521.0,KR,Medium
JNE3870-DR-XXXL,Western Dress,JNE3870,3XL,721.0,DR,High
SET268-KR-NP-XS,Set,SET268,XS,788.0,KR-NP,High
JNE3465-KR-XXL,kurta,JNE3465,XXL,486.0,KR,Medium
SET324-KR-NP-L,Set,SET324,L,597.0,KR-NP,Medium
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
SET349-KR-NP-XS,Set,SET349,XS,939.0,KR-NP,Premium
JNE3465-KR-XL,kurta,JNE3465,XL,517.0,KR,Medium
MEN5021-KR-M,kurta,MEN5021,M,533.0,KR,Medium
SET291-KR-PP-M,Set,SET291,M,563.0,KR-PP,Medium
MEN5031-KR-S,kurta,MEN5031,S,549.0,KR,Medium
SET356-KR-NP-XXXL,Set,SET356,3XL,1099.0,KR-NP,Premium
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
SET278-KR-NP-S,Set,SET278,S,1432.0,KR-NP,Luxury
JNE3294-KR-XXL,kurta,JNE3294,XXL,432.0,KR,low
SET363-KR-NP-M,Set,SET363,M,1338.0,KR-NP,Luxury
SET324-KR-NP-XS,Set,SET324,XS,597.0,KR-NP,Medium
SET265-KR-NP-XS,Set,SET265,XS,888.0,KR-NP,Premium
SET282-KR-PP-XXXL,Set,SET282,3XL,1033.0,KR-PP,Premium
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
J0414-DR-XXXL,Western Dress,J0414,3XL,885.0,DR,Premium
JNE3506-KR-XXL,kurta,JNE3506,XXL,635.0,KR,High
PJNE3252-KR-N-6XL,kurta,PJNE3252,6XL,563.0,KR-N,Medium
MEN5001-KR-M,kurta,MEN5001,M,499.0,KR,Medium
MEN5022-KR-M,kurta,MEN5022,M,549.0,KR,Medium
MEN5023-KR-M,kurta,MEN5023,M,549.0,KR,Medium
MEN5030-KR-M,kurta,MEN5030,M,452.0,KR,low
JNE3160-KR-G-XXL,kurta,JNE3160,XXL,685.0,KR-G,High
SET324-KR-NP-M,Set,SET324,M,597.0,KR-NP,Medium
J0377-SKD-XXXL,Set,J0377,3XL,1099.0,SKD,Premium
JNE3818-KR-XXL,kurta,JNE3818,XXL,499.0,KR,Medium
J0341-DR-L,Western Dress,J0341,L,744.0,DR,High
JNE3741-KR-XXL,kurta,JNE3741,XXL,432.0,KR,low
J0301-TP-M,Top,J0301,M,463.0,TP,Medium
J0308-DR-XXXL,Western Dress,J0308,3XL,665.0,DR,High
SET184-KR-PP-S,Set,SET184,S,563.0,KR-PP,Medium
JNE3568-KR-XL,kurta,JNE3568,XL,399.0,KR,low
SET344-KR-NP-XL,Set,SET344,XL,968.0,KR-NP,Premium
PJNE3399-KR-N-4XL,kurta,PJNE3399,4XL,486.0,KR-N,Medium
J0349-SET-XL,Set,J0349,XL,801.0,SET,Premium
PJNE3440-KR-N-5XL,kurta,PJNE3440,5XL,527.0,KR-N,Medium
J0301-TP-L,Top,J0301,L,493.0,TP,Medium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3373-KR-M,kurta,JNE3373,M,376.0,KR,low
JNE3368-KR-XXXL,kurta,JNE3368,3XL,471.0,KR,Medium
J0139-KR-XXL,kurta,J0139,XXL,399.0,KR,low
JNE3724-KR-XL,kurta,JNE3724,XL,499.0,KR,Medium
JNE3368-KR-XXXL,kurta,JNE3368,3XL,471.0,KR,Medium
SET288-KR-NP-XXXL,Set,SET288,3XL,684.0,KR-NP,High
J0334-TP-S,Top,J0334,S,545.0,TP,Medium
J0334-TP-S,Top,J0334,S,545.0,TP,Medium
BL001-50PINK,Blouse,BL001,Free,419.0,null,low
SET098-KR-PP-XXL,Set,SET098,XXL,696.0,KR-PP,High
JNE3440-KR-N-XS,kurta,JNE3440,XS,399.0,KR-N,low
J0003-SET-XXXL,Set,J0003,3XL,654.0,SET,High
JNE3639-TP-N-XL,Top,JNE3639,XL,487.0,TP-N,Medium
J0343-DR-XXL,Western Dress,J0343,XXL,744.0,DR,High
JNE3718-KR-L,kurta,JNE3718,L,406.0,KR,low
SET266-KR-NP-L,Set,SET266,L,737.0,KR-NP,High
SET048-KR-NP-L,Set,SET048,L,648.0,KR-NP,High
J0341-DR-XL,Western Dress,J0341,XL,744.0,DR,High
J0341-DR-XS,Western Dress,J0341,XS,744.0,DR,High
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
SET378-KR-NP-XS,Set,SET378,XS,1221.0,KR-NP,Luxury
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3294-KR-XXL,kurta,JNE3294,XXL,432.0,KR,low
SET324-KR-NP-L,Set,SET324,L,597.0,KR-NP,Medium
J0003-SET-XXXL,Set,J0003,3XL,654.0,SET,High
JNE3651-TP-N-M,Top,JNE3651,M,518.0,TP-N,Medium
SET345-KR-NP-M,Set,SET345,M,626.0,KR-NP,High
J0278-SET-XXXL,Set,J0278,3XL,761.0,SET,High
J0002-SKD-XL,Set,J0002,XL,1186.0,SKD,Luxury
JNE3440-KR-N-XS,kurta,JNE3440,XS,399.0,KR-N,low
JNE3659-TP-N-L,Top,JNE3659,L,493.0,TP-N,Medium
J0095-SET-L,Set,J0095,L,653.0,SET,High
J0247-SKD-L,Set,J0247,L,820.0,SKD,Premium
JNE3721-KR-XS,kurta,JNE3721,XS,329.0,KR,low
MEN5008-KR-XXL,kurta,MEN5008,XXL,499.0,KR,Medium
BL103-XL,Blouse,BL103,XL,460.0,null,Medium
J0281-SKD-XS,Set,J0281,XS,1388.0,SKD,Luxury
JNE3739-KR-XL,kurta,JNE3739,XL,459.0,KR,Medium
SET324-KR-NP-S,Set,SET324,S,597.0,KR-NP,Medium
JNE3865-TP-XL,Top,JNE3865,XL,599.0,TP,Medium
J0247-SKD-L,Set,J0247,L,820.0,SKD,Premium
J0006-SET-XXXL,Ethnic Dress,J0006,3XL,845.0,SET,Premium
SET331-KR-NP-XS,Set,SET331,XS,597.0,KR-NP,Medium
SET288-KR-NP-XXL,Set,SET288,XXL,684.0,KR-NP,High
J0004-SKD-XXXL,Set,J0004,3XL,1115.0,SKD,Premium
J0381-SKD-XXXL,Set,J0381,3XL,1146.0,SKD,Luxury
JNE3564-KR-XXL,kurta,JNE3564,XXL,487.0,KR,Medium
JNE3534-KR-XXXL,kurta,JNE3534,3XL,329.0,KR,low
JNE3721-KR-XL,kurta,JNE3721,XL,329.0,KR,low
SET183-KR-DH-XXXL,Set,SET183,3XL,759.0,KR-DH,High
J0341-DR-L,Western Dress,J0341,L,744.0,DR,High
JNE3620-KR-L,kurta,JNE3620,L,329.0,KR,low
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
SET332-KR-PP-XL,Set,SET332,XL,549.0,KR-PP,Medium
JNE3691-TU-M,Top,JNE3691,M,625.0,TU,High
J0334-TP-M,Top,J0334,M,512.0,TP,Medium
JNE3618-KR-L,kurta,JNE3618,L,399.0,KR,low
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3568-KR-S,kurta,JNE3568,S,399.0,KR,low
J0003-SET-S,Set,J0003,S,654.0,SET,High
JNE3721-KR-XXL,kurta,JNE3721,XXL,329.0,KR,low
JNE3368-KR-XXXL,kurta,JNE3368,3XL,471.0,KR,Medium
SET364-KR-NP-L,Set,SET364,L,1126.0,KR-NP,Premium
SET264-KR-NP-XXXL,Set,SET264,3XL,824.0,KR-NP,Premium
J0003-SET-S,Set,J0003,S,654.0,SET,High
JNE3463-KR-XXXL,kurta,JNE3463,3XL,568.0,KR,Medium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
J0003-SET-XL,Set,J0003,XL,696.0,SET,High
PJNE3373-KR-N-6XL,kurta,PJNE3373,6XL,534.0,KR-N,Medium
J0336-TP-M,Top,J0336,M,599.0,TP,Medium
J0335-DR-L,Western Dress,J0335,L,807.0,DR,Premium
JNE3781-KR-XXXL,kurta,JNE3781,3XL,406.0,KR,low
J0341-DR-M,Western Dress,J0341,M,744.0,DR,High
J0308-DR-L,Western Dress,J0308,L,665.0,DR,High
SET269-KR-NP-S,Set,SET269,S,824.0,KR-NP,Premium
JNE2153-KR-278-A-XS,kurta,JNE2153,XS,424.0,KR-278-A,low
PJNE3607-KR-5XL,kurta,PJNE3607,5XL,505.0,KR,Medium
NW009-ST-CP-XXXL,Set,NW009,3XL,586.0,ST-CP,Medium
J0162-SKD-XXXL,Set,J0162,3XL,1186.0,SKD,Luxury
JNE3627-KR-L,kurta,JNE3627,L,318.0,KR,low
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
J0014-LCD-L,Set,J0014,L,1199.0,LCD,Luxury
JNE3803-KR-S,kurta,JNE3803,S,459.0,KR,Medium
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE2014-KR-178-XXXL,kurta,JNE2014,3XL,353.0,KR-178,low
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
JNE3437-KR-L,kurta,JNE3437,L,517.0,KR,Medium
JNE3718-KR-XL,kurta,JNE3718,XL,406.0,KR,low
JNE3463-KR-XL,kurta,JNE3463,XL,568.0,KR,Medium
SET313-KR-NP-XS,Set,SET313,XS,1099.0,KR-NP,Premium
J0247-SKD-S,Set,J0247,S,820.0,SKD,Premium
SET239-KR-NP-XXL,Set,SET239,XXL,654.0,KR-NP,High
J0341-DR-L,Western Dress,J0341,L,744.0,DR,High
JNE3543-KR-XS,kurta,JNE3543,XS,368.0,KR,low
SET374-KR-NP-XXXL,Set,SET374,3XL,597.0,KR-NP,Medium
J0049-TP-XXXL,Top,J0049,3XL,329.0,TP,low
JNE3863-TU-L,Top,JNE3863,L,574.0,TU,Medium
J0181-TP-M,Top,J0181,M,399.0,TP,low
JNE3837-KR-L,kurta,JNE3837,L,635.0,KR,High
J0095-SET-XXL,Set,J0095,XXL,653.0,SET,High
SET331-KR-NP-S,Set,SET331,S,597.0,KR-NP,Medium
PJNE3368-KR-5XL,kurta,PJNE3368,5XL,544.0,KR,Medium
JNE3543-KR-M,kurta,JNE3543,M,368.0,KR,low
J0342-TP-XXL,Top,J0342,XXL,540.0,TP,Medium
SET183-KR-DH-S,Set,SET183,S,759.0,KR-DH,High
SET398-KR-PP-XL,Set,SET398,XL,1115.0,KR-PP,Premium
JNE3510-KR-L,kurta,JNE3510,L,429.0,KR,low
SET398-KR-PP-XS,Set,SET398,XS,1186.0,KR-PP,Luxury
SET378-KR-NP-XS,Set,SET378,XS,1221.0,KR-NP,Luxury
SET333-KR-DPT-L,Set,SET333,L,967.0,KR-DPT,Premium
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
JNE3618-KR-XXL,kurta,JNE3618,XXL,375.0,KR,low
SET324-KR-NP-L,Set,SET324,L,597.0,KR-NP,Medium
JNE3399-KR-M,kurta,JNE3399,M,435.0,KR,low
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
SET316-KR-DPT-XXXL,Set,SET316,3XL,1149.0,KR-DPT,Luxury
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
JNE3160-KR-G-XL,kurta,JNE3160,XL,685.0,KR-G,High
SET183-KR-DH-XXXL,Set,SET183,3XL,759.0,KR-DH,High
NW030-TP-PJ-XXL,Set,NW030,XXL,582.0,TP-PJ,Medium
J0236-SKD-XXL,Set,J0236,XXL,922.0,SKD,Premium
JNE3645-TP-N-XS,Top,JNE3645,XS,432.0,TP-N,low
JNE3784-KR-XL,kurta,JNE3784,XL,458.0,KR,Medium
JNE1233-BLUE-KR-031-XXL,kurta,JNE1233,XXL,376.0,BLUE-KR-031,low
JNE3721-KR-XXL,kurta,JNE3721,XXL,329.0,KR,low
JNE3786-KR-S,kurta,JNE3786,S,368.0,KR,low
JNE3463-KR-XS,kurta,JNE3463,XS,568.0,KR,Medium
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
JNE1525-KR-UDF19-A-XL,kurta,JNE1525,XL,311.0,KR-UDF19-A,low
J0346-SET-L,Set,J0346,L,478.0,SET,Medium
JNE3366-KR-1053-L,kurta,JNE3366,L,376.0,KR-1053,low
J0285-SKD-XS,Set,J0285,XS,1432.0,SKD,Luxury
MEN5009-KR-S,kurta,MEN5009,S,499.0,KR,Medium
JNE3368-KR-XXXL,kurta,JNE3368,3XL,471.0,KR,Medium
SET110-KR-PP-XL,Set,SET110,XL,788.0,KR-PP,High
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
JNE3787-KR-S,kurta,JNE3787,S,487.0,KR,Medium
JNE3543-KR-M,kurta,JNE3543,M,368.0,KR,low
J0378-SKD-M,Set,J0378,M,1099.0,SKD,Premium
SET264-KR-NP-XXL,Set,SET264,XXL,824.0,KR-NP,Premium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3636-KR-XL,kurta,JNE3636,XL,459.0,KR,Medium
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0118-TP-XL,Top,J0118,XL,487.0,TP,Medium
J0095-SET-L,Set,J0095,L,653.0,SET,High
J0132-KR-XXL,kurta,J0132,XXL,362.0,KR,low
